case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,n_txns,exposure_usd,report_filed,analyst_notes,actions_taken
CC-1592,C10421,C10421-K1,2016-08-03 01:23:10,2016-08-06 18:23:10,confirmed_fraud,account_takeover,3135453,2,219.41,No,Case CC-1592: cardholder C10421 reported unrecognized activity on card C10421-K1. 2 transaction(s) between 2016-08-02 and 2016-08-02 totaling $219.41 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1593,C11597,C11597-K2,2016-08-03 01:32:44,2016-08-08 19:32:44,confirmed_fraud,card_not_present_new_device,3131075,7,162.27,No,"Case CC-1593: cardholder C11597 reported unrecognized activity on card C11597-K2. 7 transaction(s) between 2016-08-01 and 2016-08-02 totaling $162.27 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1594,C12897,C12897-K1,2016-08-03 02:59:43,2016-08-04 21:59:43,confirmed_fraud,account_takeover,3131364,4,1062.24,Yes,"Case CC-1594: cardholder C12897 reported unrecognized activity on card C12897-K1. 4 transaction(s) between 2016-08-01 and 2016-08-02 totaling $1,062.24 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-1595,C06947,C06947-K2,2016-08-03 03:46:19,2016-08-05 21:46:19,confirmed_fraud,card_not_present_fraud,3136446,1,149.93,No,Case CC-1595: cardholder C06947 reported unrecognized activity on card C06947-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $149.93 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:29.0 on firefox. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1596,C04571,C04571-K2,2016-08-03 03:56:41,2016-08-05 22:56:41,confirmed_fraud,account_takeover,3133369,1,554.08,No,Case CC-1596: cardholder C04571 reported unrecognized activity on card C04571-K2. 1 transaction(s) between 2016-08-01 and 2016-08-01 totaling $554.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1597,C01166,C01166-K1,2016-08-03 05:06:46,2016-08-04 23:06:46,cleared,none,,1,0.00,No,Case CC-1597: model scored a $50.01 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1598,C09471,C09471-K2,2016-08-03 05:32:46,2016-08-06 04:32:46,confirmed_fraud,card_not_present_new_device,3134330,3,124.84,No,"Case CC-1598: cardholder C09471 reported unrecognized activity on card C09471-K2. 3 transaction(s) between 2016-08-02 and 2016-08-02 totaling $124.84 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1599,C06247,C06247-K1,2016-08-03 05:45:52,2016-08-08 00:45:52,confirmed_fraud,card_not_present_new_device,3133810,1,58.49,No,"Case CC-1599: cardholder C06247 reported unrecognized activity on card C06247-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $58.49 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1600,C03598,C03598-K2,2016-08-03 05:46:42,2016-08-06 04:46:42,cleared,none,,1,0.00,No,Case CC-1600: model scored a $100.02 transaction at 0.87. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1601,C00405,C00405-K1,2016-08-03 05:49:35,2016-08-06 15:49:35,confirmed_fraud,card_not_present_fraud,3134983,1,24.70,No,Case CC-1601: cardholder C00405 reported unrecognized activity on card C00405-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $24.70 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a GT-I9060M Build/KTU84P on chrome 61.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1602,C05303,C05303-K1,2016-08-03 06:22:21,2016-08-04 22:22:21,confirmed_fraud,card_not_present_fraud,3136604,1,21.33,No,Case CC-1602: cardholder C05303 reported unrecognized activity on card C05303-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $21.33 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1603,C11247,C11247-K1,2016-08-03 06:53:47,2016-08-06 04:53:47,cleared,none,,1,0.00,No,Case CC-1603: model scored a $21.03 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1604,C03341,C03341-K2,2016-08-03 07:49:06,2016-08-04 22:49:06,confirmed_fraud,account_takeover,3136693,1,117.02,No,Case CC-1604: cardholder C03341 reported unrecognized activity on card C03341-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $117.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1605,C00280,C00280-K2,2016-08-03 08:03:36,2016-08-04 02:03:36,cleared,none,,1,0.00,No,Case CC-1605: model scored a $150.01 transaction at 0.82. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1606,C03488,C03488-K2,2016-08-03 08:22:12,2016-08-04 03:22:12,cleared,none,,1,0.00,No,Case CC-1606: model scored a $49.49 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1607,C07050,C07050-K1,2016-08-03 08:32:24,2016-08-08 19:32:24,confirmed_fraud,card_not_present_new_device,3135838,1,49.95,No,"Case CC-1607: cardholder C07050 reported unrecognized activity on card C07050-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $49.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1608,C01890,C01890-K1,2016-08-03 10:17:36,2016-08-07 06:17:36,confirmed_fraud,card_not_present_fraud,3137179,2,94.30,No,Case CC-1608: cardholder C01890 reported unrecognized activity on card C01890-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $94.30 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1609,C06942,C06942-K2,2016-08-03 10:20:00,2016-08-07 02:20:00,confirmed_fraud,account_takeover,3137431,1,78.01,No,Case CC-1609: cardholder C06942 reported unrecognized activity on card C06942-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $78.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1610,C04034,C04034-K2,2016-08-03 10:39:17,2016-08-06 04:39:17,cleared,none,,1,0.00,No,Case CC-1610: model scored a $14.49 transaction at 0.86. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1611,C04597,C04597-K2,2016-08-03 10:58:32,2016-08-07 04:58:32,confirmed_fraud,card_not_present_new_device,3133966,3,178.97,No,"Case CC-1611: cardholder C04597 reported unrecognized activity on card C04597-K2. 3 transaction(s) between 2016-08-02 and 2016-08-03 totaling $178.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1612,C05192,C05192-K2,2016-08-03 11:27:41,2016-08-04 18:27:41,confirmed_fraud,account_takeover,3135560,1,291.98,No,Case CC-1612: cardholder C05192 reported unrecognized activity on card C05192-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $291.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1613,C08374,C08374-K1,2016-08-03 11:58:15,2016-08-08 04:58:15,confirmed_fraud,card_not_present_new_device,3137580,2,699.99,No,"Case CC-1613: cardholder C08374 reported unrecognized activity on card C08374-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $699.99 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1614,C11807,C11807-K1,2016-08-03 12:00:14,2016-08-05 06:00:14,confirmed_fraud,card_not_present_fraud,3134461,1,62.23,No,Case CC-1614: cardholder C11807 reported unrecognized activity on card C11807-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $62.23 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1615,C06005,C06005-K1,2016-08-03 12:09:46,2016-08-04 04:09:46,cleared,none,,1,0.00,No,Case CC-1615: model scored a $100.01 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1616,C00728,C00728-K2,2016-08-03 12:24:43,2016-08-06 17:24:43,confirmed_fraud,out_of_region_use,3135298,1,30.99,No,"Case CC-1616: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $30.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1617,C02902,C02902-K2,2016-08-03 12:29:23,2016-08-05 19:29:23,confirmed_fraud,account_takeover,3135829,1,226.01,No,Case CC-1617: cardholder C02902 reported unrecognized activity on card C02902-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $226.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1618,C12680,C12680-K1,2016-08-03 12:31:18,2016-08-05 07:31:18,confirmed_fraud,card_not_present_fraud,3134505,1,92.50,No,Case CC-1618: cardholder C12680 reported unrecognized activity on card C12680-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $92.50 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1619,C12966,C12966-K1,2016-08-03 14:09:46,2016-08-07 06:09:46,confirmed_fraud,card_not_present_fraud,3137844,1,35.84,No,Case CC-1619: cardholder C12966 reported unrecognized activity on card C12966-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $35.84 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1620,C01109,C01109-K2,2016-08-03 14:40:59,2016-08-08 00:40:59,confirmed_fraud,account_takeover,3132780,4,345.98,No,Case CC-1620: cardholder C01109 reported unrecognized activity on card C01109-K2. 4 transaction(s) between 2016-08-01 and 2016-08-03 totaling $345.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1621,C03360,C03360-K1,2016-08-03 16:03:13,2016-08-06 23:03:13,confirmed_fraud,card_not_present_fraud,3136742,1,62.31,No,Case CC-1621: cardholder C03360 reported unrecognized activity on card C03360-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $62.31 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1622,C04108,C04108-K2,2016-08-03 16:37:44,2016-08-07 17:37:44,confirmed_fraud,account_takeover,3108737,13,4764.62,Yes,"Case CC-1622: cardholder C04108 reported unrecognized activity on card C04108-K2. 13 transaction(s) between 2016-07-26 and 2016-08-02 totaling $4,764.62 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-1623,C09260,C09260-K1,2016-08-03 17:02:22,2016-08-08 15:02:22,confirmed_fraud,account_takeover,3138293,1,968.00,No,Case CC-1623: cardholder C09260 reported unrecognized activity on card C09260-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $968.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1624,C06962,C06962-K2,2016-08-03 18:46:37,2016-08-06 12:46:37,confirmed_fraud,account_takeover,3096521,9,453.86,No,Case CC-1624: cardholder C06962 reported unrecognized activity on card C06962-K2. 9 transaction(s) between 2016-07-24 and 2016-08-02 totaling $453.86 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1625,C06728,C06728-K1,2016-08-03 19:43:05,2016-08-06 04:43:05,confirmed_fraud,account_takeover,3137752,1,92.04,No,Case CC-1625: cardholder C06728 reported unrecognized activity on card C06728-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $92.04 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1626,C11053,C11053-K1,2016-08-03 19:51:04,2016-08-07 15:51:04,confirmed_fraud,account_takeover,3134985,1,226.01,No,Case CC-1626: cardholder C11053 reported unrecognized activity on card C11053-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $226.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1627,C11522,C11522-K2,2016-08-03 20:00:38,2016-08-06 21:00:38,confirmed_fraud,out_of_region_use,3136238,1,117.09,No,"Case CC-1627: cardholder C11522 reported unrecognized activity on card C11522-K2. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $117.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1628,C05689,C05689-K2,2016-08-03 20:06:14,2016-08-09 02:06:14,confirmed_fraud,account_takeover,3137036,3,1065.05,Yes,"Case CC-1628: cardholder C05689 reported unrecognized activity on card C05689-K2. 3 transaction(s) between 2016-08-03 and 2016-08-03 totaling $1,065.05 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-1629,C02477,C02477-K1,2016-08-03 20:47:04,2016-08-07 20:47:04,confirmed_fraud,account_takeover,3136165,2,183.85,No,Case CC-1629: cardholder C02477 reported unrecognized activity on card C02477-K1. 2 transaction(s) between 2016-08-02 and 2016-08-02 totaling $183.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1630,C07073,C07073-K1,2016-08-03 20:57:22,2016-08-05 02:57:22,confirmed_fraud,account_takeover,3131720,4,133.08,No,Case CC-1630: cardholder C07073 reported unrecognized activity on card C07073-K1. 4 transaction(s) between 2016-08-01 and 2016-08-03 totaling $133.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1631,C02545,C02545-K2,2016-08-03 21:08:52,2016-08-07 09:08:52,confirmed_fraud,card_not_present_fraud,3137951,1,8.01,No,Case CC-1631: cardholder C02545 reported unrecognized activity on card C02545-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $8.01 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1632,C05174,C05174-K1,2016-08-03 22:54:51,2016-08-05 18:54:51,cleared,none,,1,0.00,No,Case CC-1632: model scored a $29.93 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1633,C01224,C01224-K1,2016-08-03 22:57:51,2016-08-05 20:57:51,confirmed_fraud,card_not_present_fraud,3139669,1,150.08,No,Case CC-1633: cardholder C01224 reported unrecognized activity on card C01224-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $150.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1634,C00667,C00667-K1,2016-08-03 23:13:04,2016-08-04 16:13:04,cleared,none,,1,0.00,No,Case CC-1634: model scored a $149.96 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1635,C08597,C08597-K2,2016-08-03 23:19:41,2016-08-06 21:19:41,cleared,none,,1,0.00,No,"Case CC-1635: model scored a $2,061.01 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.",VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1636,C05243,C05243-K1,2016-08-03 23:43:40,2016-08-06 02:43:40,confirmed_fraud,account_takeover,3137499,1,107.88,No,Case CC-1636: cardholder C05243 reported unrecognized activity on card C05243-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $107.88 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1637,C09664,C09664-K1,2016-08-04 00:29:37,2016-08-06 16:29:37,cleared,none,,1,0.00,No,Case CC-1637: model scored a $100.08 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1638,C07871,C07871-K1,2016-08-04 01:57:15,2016-08-07 20:57:15,confirmed_fraud,out_of_region_use,3139664,1,225.99,No,"Case CC-1638: cardholder C07871 reported unrecognized activity on card C07871-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $225.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1639,C10553,C10553-K1,2016-08-04 02:32:00,2016-08-07 20:32:00,confirmed_fraud,account_takeover,3136126,1,688.88,No,Case CC-1639: cardholder C10553 reported unrecognized activity on card C10553-K1. 1 transaction(s) between 2016-08-02 and 2016-08-02 totaling $688.88 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1640,C07855,C07855-K1,2016-08-04 03:13:51,2016-08-07 22:13:51,confirmed_fraud,card_not_present_fraud,3139986,1,38.76,No,Case CC-1640: cardholder C07855 reported unrecognized activity on card C07855-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $38.76 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1641,C11847,C11847-K2,2016-08-04 03:51:21,2016-08-06 06:51:21,confirmed_fraud,card_not_present_fraud,3124613,7,514.27,No,Case CC-1641: cardholder C11847 reported unrecognized activity on card C11847-K2. 7 transaction(s) between 2016-07-30 and 2016-08-03 totaling $514.27 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1642,C03019,C03019-K2,2016-08-04 04:07:40,2016-08-06 14:07:40,confirmed_fraud,out_of_region_use,3138178,1,160.02,No,"Case CC-1642: cardholder C03019 reported unrecognized activity on card C03019-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $160.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1643,C06630,C06630-K2,2016-08-04 04:35:32,2016-08-06 22:35:32,confirmed_fraud,card_not_present_new_device,3120062,7,572.43,No,"Case CC-1643: cardholder C06630 reported unrecognized activity on card C06630-K2. 7 transaction(s) between 2016-07-29 and 2016-08-03 totaling $572.43 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G925I Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1644,C00329,C00329-K2,2016-08-04 05:25:18,2016-08-09 21:25:18,confirmed_fraud,account_takeover,3135430,4,1147.96,Yes,"Case CC-1644: cardholder C00329 reported unrecognized activity on card C00329-K2. 4 transaction(s) between 2016-08-02 and 2016-08-03 totaling $1,147.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-1645,C09582,C09582-K1,2016-08-04 07:07:47,2016-08-05 01:07:47,cleared,none,,1,0.00,No,Case CC-1645: model scored a $280.02 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1646,C01040,C01040-K2,2016-08-04 07:09:05,2016-08-08 01:09:05,confirmed_fraud,account_takeover,3140652,1,31.00,No,Case CC-1646: cardholder C01040 reported unrecognized activity on card C01040-K2. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $31.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1647,C07872,C07872-K2,2016-08-04 07:49:42,2016-08-07 08:49:42,confirmed_fraud,account_takeover,3137941,1,279.91,No,Case CC-1647: cardholder C07872 reported unrecognized activity on card C07872-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $279.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1648,C07867,C07867-K2,2016-08-04 08:26:54,2016-08-09 22:26:54,confirmed_fraud,out_of_region_use,3134108,5,402.90,No,"Case CC-1648: cardholder C07867 reported unrecognized activity on card C07867-K2. 5 transaction(s) between 2016-08-02 and 2016-08-03 totaling $402.90 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1649,C11595,C11595-K1,2016-08-04 09:28:15,2016-08-06 02:28:15,confirmed_fraud,card_not_present_new_device,3140860,2,89.56,No,"Case CC-1649: cardholder C11595 reported unrecognized activity on card C11595-K1. 2 transaction(s) between 2016-08-04 and 2016-08-04 totaling $89.56 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1650,C06598,C06598-K1,2016-08-04 09:34:40,2016-08-09 04:34:40,confirmed_fraud,card_not_present_fraud,3141116,1,21.26,No,Case CC-1650: cardholder C06598 reported unrecognized activity on card C06598-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $21.26 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1651,C08831,C08831-K1,2016-08-04 09:53:32,2016-08-09 14:53:32,confirmed_fraud,account_takeover,3138274,1,225.91,No,Case CC-1651: cardholder C08831 reported unrecognized activity on card C08831-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $225.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1652,C09899,C09899-K1,2016-08-04 10:40:13,2016-08-07 03:40:13,cleared,none,,1,0.00,No,Case CC-1652: model scored a $200.05 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1653,C04537,C04537-K1,2016-08-04 11:20:37,2016-08-09 21:20:37,confirmed_fraud,out_of_region_use,3139777,1,335.05,No,"Case CC-1653: cardholder C04537 reported unrecognized activity on card C04537-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $335.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1654,C04965,C04965-K2,2016-08-04 11:53:01,2016-08-08 08:53:01,confirmed_fraud,out_of_region_use,3137944,1,108.09,No,"Case CC-1654: cardholder C04965 reported unrecognized activity on card C04965-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $108.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1655,C05467,C05467-K1,2016-08-04 12:04:44,2016-08-10 03:04:44,confirmed_fraud,account_takeover,3140966,1,25.89,No,Case CC-1655: cardholder C05467 reported unrecognized activity on card C05467-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $25.89 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1656,C11919,C11919-K2,2016-08-04 12:06:24,2016-08-07 04:06:24,confirmed_fraud,card_not_present_fraud,3141085,1,28.65,No,Case CC-1656: cardholder C11919 reported unrecognized activity on card C11919-K2. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $28.65 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
