TransactionID,device_profile_id,id_15,id_23,id_34,DeviceType
3097267,MacOS|Mac OS X 10_13_1|chrome 63.0|2880x1800,New,,match_status:2,desktop
3097249,rv:52.0|Mac OS X 10.11|firefox 52.0|5120x2880,New,,match_status:1,desktop
3113490,SM-G930V Build/NRD90M|Android 7.0|chrome 63.0 for android|1920x1080,New,,match_status:2,mobile
3108306,Windows|Windows 10|edge 15.0|UNK,Found,,match_status:2,desktop
3079882,Windows|Windows 10|edge 15.0|1366x768,Found,,match_status:2,desktop
3108278,SM-G950U Build/NRD90M|Android 7.0|chrome 63.0 for android|2220x1080,New,,match_status:2,mobile
3108326,,,,,
3079905,MacOS|Mac OS X 10_12_6|safari generic|1280x800,New,,match_status:2,desktop
3085285,Windows|UNK|chrome 63.0|UNK,New,,,desktop
3085358,MacOS|Mac OS X 10_12_5|safari generic|1366x768,New,,match_status:2,desktop
3079898,iOS Device|iOS 10.3.2|mobile safari 10.0|1334x750,New,,match_status:1,mobile
3102904,Trident/7.0|Windows 10|ie 11.0 for desktop|1280x1024,New,,match_status:2,desktop
3102924,Windows|Windows 7|chrome 63.0|1600x900,Found,,match_status:2,desktop
3113439,rv:11.0|UNK|ie 11.0 for desktop|UNK,Found,,,desktop
3085420,UNK|UNK|chrome 63.0|UNK,New,,,desktop
3113405,Windows|Windows 10|chrome 63.0|1920x1080,New,,match_status:2,desktop
3085270,Windows|Windows 7|chrome 63.0|1920x1080,Unknown,,match_status:2,desktop
3113467,SAMSUNG|Android 5.1.1|chrome generic|1920x1080,New,,match_status:2,mobile
3108445,MacOS|Mac OS X 10_13_3|safari generic|2560x1440,New,,match_status:2,desktop
3079926,Windows|Windows 10|chrome 63.0|1280x1025,New,,match_status:2,desktop
3091164,iOS Device|iOS 11.0.2|mobile safari generic|2048x1536,New,,match_status:2,mobile
3108322,SM-G930T Build/NRD90M|UNK|chrome 63.0 for android|UNK,Unknown,,match_status:2,mobile
3091247,UNK|UNK|chrome generic|UNK,New,,,desktop
3079803,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3091208,rv:57.0|Windows 7|firefox 57.0|1920x1080,New,,match_status:2,desktop
3108348,iOS Device|iOS 10.3.3|mobile safari 10.0|1136x640,New,,match_status:1,mobile
3113494,iOS Device|iOS 10.2.1|mobile safari 10.0|1334x750,New,,match_status:1,mobile
3079895,Trident/7.0|Windows 7|ie 11.0 for desktop|UNK,New,,match_status:2,desktop
3085448,Trident/7.0|Windows 10|ie 11.0 for desktop|UNK,New,,match_status:2,desktop
3102906,SM-G950F Build/NRD90M|UNK|chrome 63.0 for android|UNK,Found,,,mobile
3085281,Windows|Windows 10|chrome 63.0|1920x1080,New,,match_status:2,desktop
3097247,MacOS|Mac OS X 10_13_1|chrome 63.0|2880x1800,Found,,match_status:2,desktop
3108422,iOS Device|iOS 10.3.3|mobile safari 10.0|1136x640,Found,,match_status:1,mobile
3085471,Trident/7.0|Windows 10|ie 11.0 for desktop|UNK,Found,,match_status:2,desktop
3085353,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3102819,Windows|Windows 10|edge 16.0|UNK,Found,,match_status:2,desktop
3113420,MacOS|Mac OS X 10_13_2|safari generic|2560x1440,New,,match_status:2,desktop
3085481,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3079851,iOS Device|iOS 11.2.1|mobile safari generic|1334x750,Found,,match_status:2,mobile
3113525,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3079913,MacOS|Mac OS X 10_10_5|safari generic|2880x1800,New,,match_status:2,desktop
3097424,MacOS|Mac OS X 10_11_6|chrome 62.0|2560x1600,Found,,match_status:2,desktop
3113573,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3097296,,,,,
3085372,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3085431,Windows|Windows 10|chrome 63.0|1366x768,Found,,match_status:2,desktop
3097334,SM-G955U Build/NRD90M|Android 7.0|chrome 63.0 for android|UNK,Found,,match_status:2,mobile
3085331,MacOS|Mac OS X 10_9_5|safari generic|1280x800,Found,,match_status:2,desktop
3097268,rv:57.0|Mac OS X 10.13|firefox 57.0|2560x1600,Found,,match_status:2,desktop
3097312,MacOS|Mac OS X 10_12_6|safari generic|2880x1800,New,,match_status:2,desktop
3102879,Windows|Windows 7|chrome 56.0|1366x768,New,,match_status:2,desktop
3113488,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3102858,Windows|Windows 10|edge 16.0|1920x1080,New,,match_status:2,desktop
3085467,Windows|Windows 8.1|chrome 63.0|1366x768,New,,match_status:2,desktop
3085416,SM-G360V Build/LMY48B|Android 5.1.1|chrome 51.0 for android|801x480,Found,,match_status:2,mobile
3085338,,,,,
3097341,Windows|Windows 10|chrome 63.0|1920x1080,New,,match_status:2,desktop
3097253,MacOS|Mac OS X 10_12_6|chrome 62.0|2304x1440,Found,,match_status:2,desktop
3102986,UNK|UNK|chrome 63.0|UNK,New,,,desktop
3102903,iOS Device|iOS 11.2.1|mobile safari 11.0|2224x1668,New,,match_status:1,mobile
3108402,Windows|Windows 10|chrome 63.0|2736x1824,Found,,match_status:2,desktop
3113465,Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1080,Found,,match_status:2,desktop
3108412,Windows|Windows 10|chrome 63.0|1600x900,Found,,match_status:2,desktop
3097400,Windows|UNK|chrome 63.0|UNK,New,,,desktop
3085442,UNK|UNK|chrome 63.0|UNK,Found,,,desktop
3103056,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:1,desktop
3091317,iOS Device|iOS 11.0.3|mobile safari generic|2048x1536,Found,,match_status:2,mobile
3085506,iOS Device|iOS 11.2.1|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3080024,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1200,New,,match_status:2,desktop
3091345,Trident/7.0|Windows 7|ie 11.0 for desktop|UNK,Found,,match_status:2,desktop
3102967,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3097398,Windows|Windows 10|edge 14.0|UNK,New,,match_status:2,desktop
3091325,MacOS|Mac OS X 10_11_5|safari generic|1920x1080,New,,match_status:2,desktop
3097336,MacOS|Mac OS X 10_13_1|safari generic|2880x1800,Found,,match_status:2,desktop
3085499,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3103046,UNK|UNK|chrome 63.0|UNK,Found,,,desktop
3097319,Z833|Android 6.0.1|chrome 63.0 for android|855x480,Found,,match_status:2,mobile
3108378,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3091312,Trident/7.0|Windows 7|ie 11.0 for desktop|1366x768,New,IP_PROXY:TRANSPARENT,match_status:2,desktop
3097324,MacOS|Mac OS X 10_12_6|safari generic|1920x1080,New,,match_status:2,desktop
3085530,iOS Device|iOS 10.3.3|mobile safari 10.0|2208x1242,New,,match_status:1,mobile
3080015,Windows|Windows 7|chrome 62.0|1600x1200,New,IP_PROXY:HIDDEN,match_status:2,desktop
3113570,Windows|Windows 10|chrome 63.0|2560x1440,New,,match_status:2,desktop
3091347,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1080,New,,match_status:2,desktop
3108444,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3102898,,,,,
3097381,Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1080,Found,,match_status:2,desktop
3108514,iOS Device|iOS 11.1.1|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3113617,Windows|Windows 10|chrome 63.0|2560x1440,Found,,match_status:2,desktop
3091408,MacOS|Mac OS X 10_13_2|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3102992,iOS Device|iOS 10.3.3|mobile safari 10.0|1136x640,New,,match_status:1,mobile
3097357,Windows|Windows 10|edge 16.0|1920x1200,New,,match_status:2,desktop
3108419,MacOS|Mac OS X 10_13_1|chrome 62.0|1280x800,Found,,match_status:2,desktop
3097403,,,,,
3097448,LG-D693n Build/LRX22G|UNK|chrome 59.0 for android|UNK,Found,,,mobile
3113636,Windows|UNK|chrome 63.0|UNK,Unknown,IP_PROXY:ANONYMOUS,,desktop
3085405,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3097414,SAMSUNG|Android 6.0.1|samsung browser 6.2|1920x1080,New,,match_status:2,mobile
3085459,Windows|Windows 10|edge 16.0|UNK,New,,match_status:2,desktop
3091397,SM-G930V Build/NRD90M|Android 7.0|chrome 63.0 for android|1920x1080,Found,,match_status:2,mobile
3079939,iOS Device|iOS 11.1.2|mobile safari 11.0|2001x1125,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3097412,Windows|Windows 7|chrome 63.0|1680x1050,Found,,match_status:2,desktop
3108503,iOS Device|iOS 11.2.1|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3108525,Trident/7.0|Windows 7|ie 11.0 for desktop|1280x1024,New,IP_PROXY:ANONYMOUS,,desktop
3103120,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3085554,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3080002,MacOS|Mac OS X 10_11_6|safari generic|1366x768,New,,match_status:2,desktop
3108442,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3113557,Windows|Windows 7|chrome 63.0|1600x900,Found,,match_status:2,desktop
3113665,Windows|Windows 7|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3113571,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3113684,Windows|UNK|chrome 63.0|UNK,New,,match_status:2,desktop
3113596,UNK|Linux|chrome 62.0|1366x768,New,,match_status:2,desktop
3091402,iOS Device|iOS 11.2.1|mobile safari 11.0|2048x1536,New,,match_status:1,mobile
3097445,MacOS|Mac OS X 10_13_2|safari generic|1366x768,Found,,match_status:2,desktop
3079994,Windows|Windows 10|firefox 57.0|1920x1080,Found,,match_status:2,desktop
3113610,Windows|UNK|chrome 63.0|UNK,Found,,match_status:2,desktop
3080028,MacOS|Mac OS X 10_11_6|safari generic|2560x1600,New,,match_status:2,desktop
3113622,Windows|Windows 10|edge 16.0|1920x1080,New,,match_status:1,desktop
3113646,MacOS|Mac OS X 10_11_6|safari generic|1280x800,New,IP_PROXY:HIDDEN,match_status:2,desktop
3108476,MacOS|Mac OS X 10_12_3|chrome 63.0|1440x900,Found,,match_status:2,desktop
3103057,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3091494,Windows|Windows 10|chrome 63.0|UNK,Found,,match_status:2,desktop
3097427,Windows|Windows 10|chrome 63.0|2560x1080,Found,,match_status:2,desktop
3097431,MacOS|Mac OS X 10_11_6|safari generic|2560x1600,Found,,match_status:2,desktop
3091404,rv:52.0|Windows 7|firefox 52.0|1920x1080,Found,,match_status:2,desktop
3085639,iOS Device|iOS 11.1.2|mobile safari generic|1334x750,New,,match_status:2,mobile
3080095,UNK|Linux|chrome 62.0|1366x768,New,,match_status:2,desktop
3080135,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1080,Found,,match_status:2,desktop
3079977,MacOS|Mac OS X 10_11_6|safari generic|1366x768,Found,,match_status:2,desktop
3091478,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3108479,Windows|Windows 10|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3080083,MacOS|Mac OS X 10_11_6|safari generic|1366x768,Found,,match_status:2,desktop
3113692,SM-G935P Build/NRD90M|Android 7.0|chrome 63.0 for android|1920x1080,Found,,match_status:2,mobile
3097563,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1080,New,,match_status:2,desktop
3085478,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3103016,Windows|Windows 8.1|chrome 63.0|1366x768,New,,match_status:2,desktop
3080161,Windows|Windows 10|chrome 63.0|2560x1440,Found,,match_status:2,desktop
3097499,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1080,Found,,match_status:2,desktop
3108516,UNK|Linux|chrome 63.0|2961x1442,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3108491,MacOS|Mac OS X 10_10_5|chrome 63.0|2560x1600,Found,,match_status:2,desktop
3113579,Windows|UNK|chrome 63.0|UNK,Found,,match_status:2,desktop
3108614,Trident/7.0|Windows 7|ie 11.0 for desktop|1600x900,New,,match_status:2,desktop
3091462,MacOS|Mac OS X 10_13_2|safari generic|1440x900,Found,,match_status:2,desktop
3085591,UNK|Linux|chrome 62.0|1366x768,Found,,match_status:2,desktop
3080004,Windows|Windows 10|firefox 57.0|1920x1080,Found,,match_status:2,desktop
3113727,UNK|UNK|chrome 60.0|UNK,New,,,desktop
3097428,MacOS|Mac OS X 10_11_6|safari generic|5120x2880,New,,match_status:2,desktop
3103133,iOS Device|iOS 10.3.3|mobile safari 10.0|2208x1242,New,,match_status:1,mobile
3097587,Windows|Windows 10|edge 16.0|1920x1080,New,,match_status:2,desktop
3113675,Trident/7.0|Windows 7|ie 11.0 for desktop|1600x900,New,,match_status:2,desktop
3103081,Windows|Windows 7|chrome 63.0|1920x1080,New,,match_status:2,desktop
3091423,UNK|UNK|mobile safari 10.0|UNK,Unknown,,,mobile
3108615,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3108566,UNK|UNK|safari generic|UNK,Unknown,,,desktop
3085563,UNK|UNK|chrome 63.0|UNK,New,,,desktop
3080185,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3103162,Windows|Windows Vista|firefox 52.0|1280x800,Found,,match_status:2,desktop
3108521,Windows|Windows 7|chrome 63.0|1920x1080,New,,match_status:2,desktop
3085534,iOS Device|iOS 11.2.1|mobile safari generic|2208x1242,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3097562,Windows|Windows 7|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3108611,SM-G930F Build/NRD90M|UNK|chrome 62.0 for android|UNK,New,,,mobile
3103218,Windows|Windows 10|chrome 63.0|1366x768,New,,match_status:2,desktop
3091418,iOS Device|iOS 11.2.1|mobile safari generic|1334x750,New,,match_status:2,mobile
3085669,iOS Device|iOS 11.2.1|mobile safari generic|2208x1242,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3097473,rv:11.0|Windows 7|ie 11.0 for desktop|1920x1080,New,,match_status:2,desktop
3103110,Windows|UNK|opera 49.0|UNK,New,,,desktop
3097462,Windows|Windows 7|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3097538,Windows|Windows 10|chrome 63.0|1920x1080,New,,match_status:2,desktop
3108616,HUAWEI VNS-L53 Build/HUAWEIVNS-L53|UNK|chrome 63.0 for android|UNK,New,,,mobile
3085672,Windows|Windows 7|chrome 63.0|1920x1080,Unknown,,match_status:2,desktop
3113751,iOS Device|iOS 10.3.3|mobile safari 10.0|1334x750,Found,,match_status:1,mobile
3103098,Windows|Windows 10|chrome 63.0|1920x1080,New,,match_status:2,desktop
3103178,iOS Device|iOS 11.2.5|mobile safari generic|2436x1125,New,IP_PROXY:HIDDEN,match_status:2,mobile
3113662,Windows|Windows 7|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3097641,Windows|Windows 10|chrome 63.0|1920x1080,New,,match_status:2,desktop
3080189,Windows|Windows 10|firefox 57.0|1920x1080,Found,,match_status:2,desktop
3113699,Windows|Windows 10|chrome 63.0|UNK,Found,,match_status:2,desktop
3113638,MacOS|Mac OS X 10_12_6|chrome 63.0|5120x2880,Found,,match_status:2,desktop
3108691,MacOS|Mac OS X 10_12_6|safari generic|1366x768,New,,match_status:2,desktop
3091563,Trident/7.0|Windows 10|ie 11.0 for tablet|1920x1080,Found,,match_status:2,desktop
3108631,Windows|Windows 8.1|chrome 63.0|1366x768,Found,,match_status:2,desktop
3085620,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3097676,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1080,Found,,match_status:2,desktop
3091526,iOS Device|iOS 11.2.1|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3108547,Windows|Windows 8.1|chrome 63.0|1366x768,Found,,match_status:2,desktop
3108538,iOS Device|iOS 11.1.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3091523,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3080227,Trident/7.0|Windows 7|ie 11.0 for desktop|UNK,New,IP_PROXY:ANONYMOUS,match_status:2,desktop
3097683,Windows|Windows 8.1|chrome 63.0|1366x768,Found,,match_status:2,desktop
3097592,Windows|Windows 10|edge 16.0|3000x2000,New,,match_status:2,desktop
3097667,Pixel|UNK|UNK|UNK,New,,match_status:2,mobile
3108582,iOS Device|iOS 11.1.1|mobile safari 11.0|1334x750,Found,,match_status:1,mobile
3097614,Windows|Windows 8.1|chrome 63.0|1366x768,Found,,match_status:2,desktop
3097673,MacOS|Mac OS X 10_6_8|chrome 49.0|1366x768,Found,,match_status:2,desktop
3085585,MacOS|Mac OS X 10_12|safari generic|2560x1600,New,,match_status:2,desktop
3103145,Windows|Windows Vista|firefox 52.0|1280x800,Found,,match_status:2,desktop
3108583,Windows|Windows 8.1|chrome 63.0|1366x768,Found,,match_status:2,desktop
3085574,iOS Device|iOS 11.1.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3108545,Windows|Windows 10|chrome 62.0|1920x1080,New,,match_status:2,desktop
3108569,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3108554,MacOS|Mac OS X 10_11_6|chrome 63.0|1440x900,Found,,match_status:2,desktop
3085652,UNK|UNK|chrome 63.0|UNK,New,,,desktop
3080167,MacOS|Mac OS X 10_12_6|safari generic|1366x768,Found,,match_status:2,desktop
3080240,iOS Device|iOS 11.2.1|mobile safari 11.0|2001x1125,New,,match_status:1,mobile
3108661,MacOS|Mac OS X 10_11_6|chrome 63.0|1440x900,Found,,match_status:2,desktop
3113715,Windows|Windows 7|chrome 62.0|1920x1080,Found,,match_status:2,desktop
3091487,MacOS|Mac OS X 10_13_2|safari generic|1920x1080,New,,match_status:2,desktop
3091597,MacOS|Mac OS X 10_12_6|chrome 63.0|1440x900,New,,match_status:2,desktop
3097525,MacOS|Mac OS X 10_11_6|chrome 63.0|1440x900,Found,,match_status:2,desktop
3091661,Windows|Windows 8.1|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3091562,MacOS|Mac OS X 10_12_6|chrome 63.0|1440x900,Found,,match_status:2,desktop
3085619,MacOS|Mac OS X 10_10_5|safari generic|1440x900,New,,match_status:2,desktop
3103289,,,,,
3097546,iOS Device|iOS 11.2.1|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3103233,,,,,
3091491,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3085753,Windows|UNK|chrome 63.0|UNK,New,,,desktop
3097669,Windows|Windows 8|chrome 63.0|1366x768,New,,match_status:2,desktop
3080145,Windows|Windows 7|chrome 62.0|1680x1050,Found,,match_status:2,desktop
3085651,Windows|Windows 7|chrome 63.0|UNK,New,,match_status:0,desktop
3097677,iOS Device|iOS 11.1.1|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3113748,Windows|Windows 10|chrome 63.0|1600x900,New,,match_status:2,desktop
3103269,UNK|Linux|chrome 62.0|1366x768,New,,match_status:2,desktop
3085769,MacOS|Mac OS X 10_13_2|safari generic|3360x2100,New,,match_status:2,desktop
3103210,MacOS|Mac OS X 10_9_5|safari generic|1920x1080,New,,match_status:2,desktop
3080182,iOS Device|iOS 10.3.3|mobile safari 10.0|1334x750,New,,match_status:1,mobile
3080206,UNK|UNK|chrome 63.0|UNK,Found,,,desktop
3108681,MacOS|Mac OS X 10_12_6|chrome 63.0|1440x900,Found,,match_status:2,desktop
3108655,Windows|Windows 10|edge 16.0|1680x1050,Found,,match_status:2,desktop
3103203,MacOS|Mac OS X 10_9_5|safari generic|1920x1080,Found,,match_status:2,desktop
3085724,UNK|UNK|safari generic|UNK,Found,,,desktop
3085732,MacOS|Mac OS X 10_13_2|safari generic|3360x2100,Found,,match_status:2,desktop
3080254,MacOS|Mac OS X 10_12_6|safari generic|5120x2880,New,,match_status:2,desktop
3080148,LG-D850|Android 6.0|chrome 63.0 for android|2560x1440,New,,match_status:2,mobile
3080252,MacOS|Mac OS X 10_12_6|safari generic|1440x900,New,,match_status:2,desktop
3097765,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3091626,Windows|Windows 10|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3113773,iOS Device|iOS 11.1.2|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3091599,MacOS|Mac OS X 10_12_6|chrome 63.0|1920x1080,New,,match_status:2,desktop
3113827,SM-G950U Build/NRD90M|Android 7.0|chrome 63.0 for android|2220x1080,New,,match_status:2,mobile
3080257,Windows|Windows 10|chrome 63.0|1366x768,New,,match_status:2,desktop
3080239,LG-D850|Android 6.0|chrome 63.0 for android|2560x1440,Found,,match_status:2,mobile
3080234,Windows|Windows 10|chrome 63.0|UNK,New,,match_status:2,desktop
3080298,LG-X210 Build/LMY47I|UNK|chrome 63.0 for android|UNK,Found,,,mobile
3085828,rv:11.0|Windows 7|ie 11.0 for desktop|1024x768,Found,,match_status:2,desktop
3108632,,,,,
3108712,SM-J320M Build/LMY47V|UNK|chrome 62.0 for android|UNK,New,,,mobile
3080306,iOS Device|iOS 11.2.1|mobile safari generic|2048x1536,New,,match_status:2,mobile
3080261,MacOS|Mac OS X 10_13_1|safari generic|1440x900,New,,match_status:2,desktop
3085722,SAMSUNG SM-G955U Build/NRD90M|Android 7.0|samsung browser 6.2|UNK,New,,match_status:2,mobile
3080169,Windows|Windows 10|chrome 59.0|1280x1024,New,,match_status:2,desktop
3108699,,,,,
3113855,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,Found,IP_PROXY:TRANSPARENT,match_status:1,mobile
3103282,Windows|Windows 10|firefox 57.0|1920x1080,Found,,match_status:2,desktop
3091674,Windows|Windows 7|chrome 63.0|1920x1080,New,,match_status:2,desktop
3085808,MacOS|Mac OS X 10_12_6|chrome 63.0|2560x1600,New,,match_status:2,desktop
3091630,Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1080,New,,match_status:2,desktop
3113775,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,New,,match_status:1,mobile
3085825,Trident/7.0|Windows 8.1|ie 11.0 for desktop|UNK,Found,,match_status:2,desktop
3097672,UNK|UNK|chrome 63.0|UNK,New,,,desktop
3108825,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3108788,UNK|UNK|safari generic|UNK,Found,,,desktop
3091622,iOS Device|iOS 10.3.2|mobile safari 10.0|1334x750,New,,match_status:1,mobile
3108745,UNK|UNK|chrome 63.0|UNK,Found,,,desktop
3113876,MacOS|Mac OS X 10_13_2|safari generic|1280x800,New,,match_status:2,desktop
3108833,MacOS|Mac OS X 10_12_2|chrome 63.0|1440x900,Found,,match_status:2,desktop
3080232,Windows|Windows 10|firefox 57.0|1920x1080,Found,,match_status:2,desktop
3097721,iOS Device|iOS 11.2.1|mobile safari 11.0|2208x1242,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3113878,iOS Device|iOS 11.0.3|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3080322,iOS Device|iOS 10.3.3|chrome|2048x1536,New,,match_status:2,mobile
3113880,iOS Device|iOS 11.1.1|mobile safari 11.0|1136x640,New,,match_status:1,mobile
3080201,MacOS|Mac OS X 10_12_6|chrome 63.0|2560x1600,Found,,match_status:2,desktop
3113857,Windows|Windows 10|edge 14.0|UNK,Found,,match_status:2,desktop
3080271,Windows|Windows 10|chrome 63.0|2048x1152,New,,match_status:2,desktop
3091710,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3091768,,,,,
3085870,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3080247,Windows|UNK|chrome 63.0|UNK,New,,match_status:2,desktop
3091716,MacOS|Mac OS X 10_11_6|safari generic|1280x800,Found,,match_status:2,desktop
3103250,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3091690,Windows|Windows 8.1|chrome 63.0|1920x1200,Found,,match_status:2,desktop
3097758,iOS Device|iOS 10.3.3|mobile safari 10.0|1334x750,New,,match_status:1,mobile
3091798,MacOS|Mac OS X 10_10_5|chrome 63.0|1280x800,New,,match_status:2,desktop
3091731,MacOS|Mac OS X 10_9_5|chrome 63.0|2560x1600,Found,,match_status:2,desktop
3097735,MacOS|Mac OS X 10_12|safari generic|5120x2880,New,,match_status:2,desktop
3113777,Windows|Windows 7|firefox 57.0|1024x768,New,,match_status:2,desktop
3080343,UNK|UNK|mobile safari 11.0|UNK,Unknown,,,mobile
3091805,Windows|Windows 10|chrome 63.0|1680x1050,New,,match_status:2,desktop
3091617,MacOS|Mac OS X 10_9_5|chrome 63.0|2560x1600,Found,,match_status:2,desktop
3091725,Windows|Windows 7|chrome 63.0|1920x1080,Found,,match_status:2,desktop
3080212,Windows|Windows 10|chrome 63.0|2048x1152,Found,,match_status:2,desktop
3108719,UNK|UNK|chrome 63.0|UNK,Found,,,desktop
3108853,Trident/7.0|Windows 7|ie 11.0 for desktop|UNK,New,,match_status:2,desktop
3091688,SM-G800F Build/KOT49H|UNK|chrome 53.0 for android|UNK,Found,,,mobile
3080303,MacOS|Mac OS X 10_11_6|chrome 63.0|1440x900,New,,match_status:2,desktop
3085831,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3080368,iOS Device|iOS 9.3.5|mobile safari 9.0|1024x768,New,,match_status:1,mobile
3108796,Trident/7.0|Windows 7|ie 11.0 for desktop|UNK,Found,,match_status:2,desktop
3085812,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,Found,,match_status:1,mobile
3097870,MacOS|Mac OS X 10_9_5|chrome 63.0|2560x1600,Found,,match_status:2,desktop
3113894,Windows|Windows 7|chrome 63.0|1920x1080,New,,match_status:2,desktop
3097800,Windows|Windows 7|chrome 63.0|1600x900,Found,,match_status:2,desktop
3085905,Windows|Windows 8.1|chrome 63.0|1366x768,New,,match_status:2,desktop
3108880,iOS Device|iOS 11.1.2|mobile safari generic|2048x1536,Found,,match_status:2,mobile
3091707,LG-M320 Build/NRD90U|UNK|chrome 63.0 for android|UNK,Found,,,mobile
3097803,Windows|Windows 10|chrome 63.0|1366x768,New,,match_status:2,desktop
3080272,Windows|Windows 10|edge 16.0|1920x1080,New,,match_status:2,desktop
3097843,Windows|UNK|chrome 63.0|UNK,Found,,,desktop
3113903,Windows|Windows 10|chrome 63.0|1600x900,New,,match_status:2,desktop
3103382,Windows|Windows 10|chrome 63.0|1366x768,New,,match_status:2,desktop
3108826,iOS Device|iOS 11.2.0|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3097745,MacOS|Mac OS X 10_10_5|safari generic|1440x900,New,,match_status:2,desktop
3108771,UNK|UNK|safari generic|UNK,Found,,,desktop
3103321,Windows|Windows 10|edge 16.0|1920x1080,Found,,match_status:2,desktop
3103376,Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1080,New,,match_status:2,desktop
3097723,rv:56.0|Mac OS X 10.10|firefox 56.0|2560x1440,Unknown,,match_status:2,desktop
3108794,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
3080275,iOS Device|iOS 11.1.2|mobile safari generic|1334x750,Found,,match_status:2,mobile
3091715,iOS Device|iOS 9.3.5|mobile safari 9.0|1136x640,New,,match_status:1,mobile
3080367,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,New,,match_status:1,mobile
